team...1,season,name,team...4,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penaltyMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penaltyMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
COL,2015,COL,COL,Team Level,all,82,0.44,0.45,0.46,297508,2282.46,201.21,155.69,509.78,72.98,1264.28,965.06,194.06,201.57,194.41,2349,820,1020,4189,212,170,41,557,76,919,1235,2137,2957,300,684,2384,1848,456,517,2450,525,194,68.21,64.7,68.3,71,70,71,4179.3,3169,3171.22,325,34.69,40.27,40.63,195.28,195.51,191.43,2646.95,251.39,186.43,593.32,85.74,1487.19,1099.93,242.42,252.51,243.55,2650,1054,1401,5105,240,219,31,584,71,1178,1412,2410,3464,309,694,2398,1549,565,462,2769,694,241,79.87,84.36,87.16,86,77,77,5115.78,3704,3711.62,273,40.96,43.05,43.8,248.55,249.47,244.01
COL,2015,COL,COL,Team Level,5on5,82,0.44,0.44,0.45,235580,1741.1,130.41,111.07,408.52,55.72,952.62,751.67,126.88,130.77,127.23,1774,636,789,3199,138,119,27,436,58,689,970,1636,2272,266,616,1810,1694,381,405,1919,388,103,53.74,48.18,28.51,56,52,30,3189.3,2410,2412.22,279,22.82,25.43,25.79,127.44,127.68,125.98,2081.39,164.77,139.06,487.57,67.55,1171.06,884,159.6,165.89,160.73,2075,839,1122,4036,151,170,20,471,55,934,1133,1924,2763,264,601,1804,1419,471,381,2250,533,131,64.94,63.77,36.05,70,56,25,4046.78,2914,2921.62,231,28.6,31.88,32.71,160.66,161.58,158.92
COL,2015,COL,COL,Team Level,4on5,82,0.12,0.12,0.14,24517,59.15,5.8,3.01,7.93,1.76,17.11,50.38,5.6,5.8,5.6,72,14,13,99,7,6,1,11,2,15,45,65,79,12,24,183,84,44,30,61,18,7,1.22,2.3,2.28,3,2,2,99,86,86,26,0.69,1.47,1.47,5.03,5.03,4.93,373.88,42.46,34.93,77.09,12.18,229.99,122.34,39.59,42.46,39.59,374,145,198,717,46,32,7,92,7,173,169,328,473,18,39,273,23,24,39,374,96,49,9.95,12.1,20.41,11,11,24,717,519,519,9,9.01,6.24,6.24,45.24,45.24,43.04
COL,2015,COL,COL,Team Level,5on4,82,0.84,0.87,0.85,24655,315.57,34.71,29.1,64.79,10.02,192.95,104.42,33.18,34.71,33.18,326,110,145,581,44,32,9,77,11,142,130,282,392,15,30,250,28,15,55,325,73,38,8.35,9,17.37,9,10,25,581,436,436,7,7.32,8.72,8.72,33.33,33.33,32.26,53.64,6.67,2.83,6.63,1.57,14.4,43.92,6.5,6.67,6.5,68,8,12,88,7,7,0,4,2,11,45,61,69,16,32,188,66,44,23,47,21,8,1.08,3.01,2.58,3,3,1,88,76,76,21,0.64,1.74,1.66,5.65,5.65,5.6
BOS,2015,BOS,BOS,Team Level,other,82,0.44,0.5,0.5,10673,153.97,27.8,11.09,28.78,5.19,85.51,58.63,26.51,27.8,26.51,158,59,65,282,22,11,2,33,5,81,65,136,195,12,22,164,46,21,31,131,50,36,4.92,6.18,16.7,3,2,17,282,217,217,11,3.2,2.77,3.27,27.73,27.73,26.65,160.74,34.78,10.75,28.77,5.51,80.51,60.69,33.11,34.78,33.11,170,51,64,285,31,16,7,28,6,65,75,139,190,7,12,120,35,31,31,118,52,51,4.13,6.29,24.36,5,2,24,285,221,221,11,3.08,5.77,5.77,32.09,32.09,30.84
BOS,2015,BOS,BOS,Team Level,all,82,0.48,0.5,0.5,298711,2560.21,222.66,171.53,601.5,84.87,1418.25,1057.18,214.58,223.68,215.47,2620,936,1136,4692,236,139,36,679,82,1103,1318,2384,3320,348,809,2592,2164,501,705,2714,658,184,75.57,79.84,67.26,72,87,77,4710.84,3556,3572.38,317,37.94,33.03,35.65,224.96,225.63,221.18,2528.12,237.95,172.27,572.95,82.95,1406.15,1055.73,230.38,238.92,231.35,2492,1036,1184,4712,228,136,45,597,104,1092,1371,2264,3300,309,745,2548,1969,616,859,2652,644,232,75.95,77.2,84.8,62,68,98,4703.85,3528,3525.32,428,38.02,37.5,38.94,237.03,237.87,232.98
BOS,2015,BOS,BOS,Team Level,5on5,82,0.49,0.5,0.5,240269,1976.93,152.03,124.98,485.61,65.41,1081.59,825.41,147.03,153.03,147.92,2046,689,875,3610,161,96,23,556,60,828,1035,1885,2574,318,745,1974,2007,421,587,2126,503,106,60.15,60.93,30.96,61,68,32,3628.84,2735,2751.38,278,25.75,21.14,23.25,154.53,155.2,153,1990.41,158.88,130.01,470.19,64.9,1104.17,841.86,154.55,159.85,155.51,1967,803,905,3675,153,102,29,493,80,847,1095,1814,2617,275,681,1982,1832,513,717,2149,490,131,61.71,58.65,38.53,51,56,46,3666.85,2770,2767.32,380,26.83,25.37,26.8,158.91,159.74,157.47
BOS,2015,BOS,BOS,Team Level,4on5,82,0.12,0.13,0.16,25973,65.25,5.41,3.03,8.93,1.98,18.79,51.87,5.34,5.41,5.34,69,21,14,104,8,1,1,12,3,14,52,61,82,8,16,230,88,49,25,65,23,2,1.67,3.08,0.67,2,4,2,104,90,90,18,0.7,0.32,0.32,5.79,5.79,5.78,327.38,39.29,29.36,67.61,11.03,208.21,109.5,37.86,39.29,37.86,298,167,204,669,42,16,9,66,16,168,157,256,423,20,38,260,37,23,77,336,85,44,8.93,10.14,20.22,5,10,27,669,465,465,7,7.62,5.67,5.67,41.23,41.23,39.93
BOS,2015,BOS,BOS,Team Level,5on4,82,0.88,0.89,0.88,21796,364.08,37.44,32.44,78.19,12.3,232.37,121.27,35.7,37.44,35.7,347,167,182,696,45,31,10,78,14,180,166,302,469,10,26,224,23,10,62,392,82,40,8.83,9.66,18.94,6,13,26,696,514,514,10,8.29,8.81,8.81,36.91,36.91,35.76,49.59,5,2.15,6.39,1.52,13.26,43.68,4.87,5,4.87,57,15,11,83,2,2,0,10,2,12,44,55,70,7,14,186,65,49,34,49,17,6,1.19,2.11,1.69,1,0,1,83,72,72,30,0.49,0.69,0.69,4.81,4.81,4.73
VAN,2015,VAN,VAN,Team Level,other,82,0.44,0.46,0.45,10900,151.1,26.07,11.37,27.06,5.12,83.86,55.53,24.66,26.07,24.66,148,61,65,274,28,9,5,29,3,68,72,120,181,15,32,143,32,12,28,124,53,32,4.8,6.55,14.73,5,7,16,274,209,209,13,3.27,3.31,3.31,26.04,26.04,25.11,181.61,33.47,13.26,32.31,5.89,99.51,67.56,31.74,33.47,31.74,197,55,65,317,37,10,2,38,7,87,73,160,215,14,28,154,38,22,25,139,74,39,5.41,9.1,18.96,8,8,21,317,252,252,11,3.75,2.12,2.16,35.06,35.06,33.52
VAN,2015,VAN,VAN,Team Level,all,82,0.44,0.47,0.47,300261,2270.43,193.69,156.46,514.35,73.78,1285.31,945.41,188.25,194.37,188.91,2311,858,1049,4218,186,89,29,574,86,937,1297,2125,2983,313,713,2223,1533,440,661,2411,606,152,67.38,73.42,52.9,61,65,60,4210.57,3169,3169.65,420,34.68,19.8,21.04,207.33,207.66,203.59,2578.93,242.48,179.83,580.6,84.84,1446.48,1072.77,233.83,243.91,235.18,2668,939,1058,4665,239,157,33,710,84,1082,1335,2429,3368,310,714,2669,1641,509,678,2627,768,212,78.15,91.13,73.2,85,80,74,4697.08,3607,3630.62,379,39.77,33.98,37.14,245.11,246.38,240.78
VAN,2015,VAN,VAN,Team Level,5on5,82,0.44,0.47,0.47,241907,1759.29,130.09,113.41,415.37,56.8,981.31,752.02,127.72,130.78,128.39,1804,645,824,3273,124,65,19,463,68,691,1038,1680,2325,266,614,1696,1413,378,544,1905,471,73,53.51,56.85,19.74,52,46,26,3265.57,2449,2449.65,367,23.33,13.82,15.06,138.38,138.7,137.21,2011.74,165.26,133.66,472.77,66.35,1124.42,849.55,160.34,166.68,161.69,2050,762,849,3661,154,115,29,571,60,841,1071,1896,2658,263,617,2039,1515,421,557,2117,567,128,62.9,66.8,35.56,63,56,35,3693.09,2812,2835.62,332,27.6,25.48,27.79,165.06,166.33,163.89
VAN,2015,VAN,VAN,Team Level,4on5,82,0.13,0.11,0.12,23581,45.97,5.65,2.47,6.11,1.33,13.73,31.71,5.62,5.65,5.62,46,15,10,71,4,2,1,2,1,12,40,42,57,18,39,169,58,42,35,37,15,9,1.14,2.21,2.3,2,1,1,71,61,61,33,0.57,0.19,0.19,6.04,6.04,6.03,329.42,37.7,30.1,68.17,10.98,206.35,109.69,35.71,37.7,35.71,359,104,131,594,41,30,2,90,15,143,144,318,422,20,45,265,38,15,65,314,112,37,8.13,13.25,16.32,10,15,16,594,463,463,5,7.77,5.85,6.67,38.81,38.81,37.2
VAN,2015,VAN,VAN,Team Level,5on4,82,0.84,0.87,0.85,23873,314.06,31.87,29.22,65.8,10.54,206.42,106.15,30.24,31.87,30.24,313,137,150,600,30,13,4,80,14,166,147,283,420,14,28,215,30,8,54,345,67,38,7.92,7.81,16.13,2,11,17,600,450,450,7,7.49,2.49,2.49,36.88,36.88,35.25,56.16,6.05,2.81,7.35,1.61,16.2,45.97,6.03,6.05,6.03,62,18,13,93,7,2,0,11,2,11,47,55,73,13,24,211,50,51,31,57,15,8,1.72,1.98,2.36,4,1,2,93,80,80,31,0.65,0.52,0.52,6.17,6.17,6.17
